วันที่ประเมิน,วันที่ประเมิน_adjust
2564-11-25 00:00:00,2021-11-25
2564-07-02 00:00:00,2021-07-02
2564-08-19 00:00:00,2021-08-19
2564-07-30 00:00:00,2021-07-30
2564-05-21 00:00:00,2021-05-21
2564-06-04 00:00:00,2021-06-04
2564-05-27 00:00:00,2021-05-27
2564-05-18 00:00:00,2021-05-18
2564-03-28 00:00:00,2021-03-28
2564-03-26 00:00:00,2021-03-26
2564-03-10 00:00:00,2021-03-10
2564-07-14 00:00:00,2021-07-14
2564-03-09 00:00:00,2021-03-09
2564-03-09 00:00:00,2021-03-09
2564-06-11 00:00:00,2021-06-11
2564-12-09 00:00:00,2021-12-09
2564-12-22 00:00:00,2021-12-22
2564-02-04 00:00:00,2021-02-04
2564-08-13 00:00:00,2021-08-13
2564-08-13 00:00:00,2021-08-13
2564-07-09 00:00:00,2021-07-09
2564-03-25 00:00:00,2021-03-25
2564-08-26 00:00:00,2021-08-26
2564-07-19 00:00:00,2021-07-19
2564-07-13 00:00:00,2021-07-13
2564-06-16 00:00:00,2021-06-16
2564-06-04 00:00:00,2021-06-04
2564-05-17 00:00:00,2021-05-17
2564-12-28 00:00:00,2021-12-28
2564-12-27 00:00:00,2021-12-27
2564-12-27 00:00:00,2021-12-27
2564-06-28 00:00:00,2021-06-28
2564-08-17 00:00:00,2021-08-17
2564-08-23 00:00:00,2021-08-23
2564-08-06 00:00:00,2021-08-06
2564-06-14 00:00:00,2021-06-14
2564-06-09 00:00:00,2021-06-09
2564-04-23 00:00:00,2021-04-23
2564-04-09 00:00:00,2021-04-09
2564-03-19 00:00:00,2021-03-19
2564-12-07 00:00:00,2021-12-07
2564-09-13 00:00:00,2021-09-13
2564-08-04 00:00:00,2021-08-04
2564-07-14 00:00:00,2021-07-14
2564-02-03 00:00:00,2021-02-03
2564-08-13 00:00:00,2021-08-13
2564-03-08 00:00:00,2021-03-08
19/4/2564,2021-04-19
24/11/2566,2023-11-24
29/11/2566,2023-11-29
17/8/2564,2021-08-17
20/10/2564,2021-10-20
29/11/2566,2023-11-29
28/11/2566,2023-11-28
24/11/2566,2023-11-24
30/11/2566,2023-11-30
28/11/2566,2023-11-28
28/11/2566,2023-11-28
24/11/2566,2023-11-24
28/11/2566,2023-11-28
2564-09-07 00:00:00,2021-09-07
28/12/2564,2021-12-28
23/11/2566,2023-11-23
24/11/2566,2023-11-24
29/4/2564,2021-04-29
2564-09-01 00:00:00,2021-09-01
2564-08-07 00:00:00,2021-08-07
2564-07-10 00:00:00,2021-07-10
2564-11-09 00:00:00,2021-11-09
25/10/2564,2021-10-25
30/8/2564,2021-08-30
29/11/2566,2023-11-29
20/4/2564,2021-04-20
24/12/2564,2021-12-24
28/2/2565,2022-02-28
243195,2022-11-03
23/3/2565,2022-03-23
242922,2022-02-03
242982,2022-04-04
243164,2022-10-03
243073,2022-07-04
20/4/2565,2022-04-20
243226,2022-12-04
242982,2022-04-04
29/4/2565,2022-04-29
243197,2022-11-05
243166,2022-10-05
243136,2022-09-05
243135,2022-09-04
242925,2022-02-06
23/5/2565,2022-05-23
242925,2022-02-06
20/6/2565,2022-06-20
243167,2022-10-06
242925,2022-02-06
243015,2022-05-07
243015,2022-05-07
243087,2022-07-18
243080,2022-07-11
242927,2022-02-08
242986,2022-04-08
243199,2022-11-07
243200,2022-11-08
242986,2022-04-08
243108,2022-08-08
243016,2022-05-08
243003,2022-04-25
242916,2022-01-28
242913,2022-01-25
242915,2022-01-27
242930,2022-02-11
242921,2022-02-02
243117,2022-08-17
243106,2022-08-06
242969,2022-03-22
242969,2022-03-22
242948,2022-03-01
242972,2022-03-25
242915,2022-01-27
242902,2022-01-14
242986,2022-04-08
242928,2022-02-09
243200,2022-11-08
242928,2022-02-09
242900,2022-01-12
243081,2022-07-12
243051,2022-06-12
243051,2022-06-12
242931,2022-02-12
243143,2022-09-12
243112,2022-08-12
2564-12-27 00:00:00,2021-12-27
2564-11-29 00:00:00,2021-11-29
2564-03-23 00:00:00,2021-03-23
2564-07-16 00:00:00,2021-07-16
2564-08-11 00:00:00,2021-08-11
2564-12-27 00:00:00,2021-12-27
2564-06-16 00:00:00,2021-06-16
2564-11-10 00:00:00,2021-11-10
2564-04-26 00:00:00,2021-04-26
2564-04-16 00:00:00,2021-04-16
2564-08-02 00:00:00,2021-08-02
2563-12-02 00:00:00,2020-12-02
2563-10-20 00:00:00,2020-10-20
2563-03-17 00:00:00,2020-03-17
2563-07-20 00:00:00,2020-07-20
2564-07-05 00:00:00,2021-07-05
2564-06-23 00:00:00,2021-06-23
2564-07-06 00:00:00,2021-07-06
2564-03-03 00:00:00,2021-03-03
25/10/2564,2021-10-25
2564-08-25 00:00:00,2021-08-25
2564-06-06 00:00:00,2021-06-06
2564-10-04 00:00:00,2021-10-04
2564-01-05 00:00:00,2021-01-05
2564-07-14 00:00:00,2021-07-14
2564-05-21 00:00:00,2021-05-21
2564-07-23 00:00:00,2021-07-23
2565-05-26 00:00:00,2022-05-26
2565-04-27 00:00:00,2022-04-27
2565-12-07 00:00:00,2022-12-07
2565-12-06 00:00:00,2022-12-06
18/11/2565,2022-11-18
2566-06-20 00:00:00,2023-06-20
2565-06-27 00:00:00,2022-06-27
2565-11-04 00:00:00,2022-11-04
2565-11-18 00:00:00,2022-11-18
2565-05-10 00:00:00,2022-05-10
2565-09-14 00:00:00,2022-09-14
2565-09-14 00:00:00,2022-09-14
2565-11-02 00:00:00,2022-11-02
2565-01-25 00:00:00,2022-01-25
2565-09-21 00:00:00,2022-09-21
2565-04-19 00:00:00,2022-04-19
2565-04-07 00:00:00,2022-04-07
2565-11-04 00:00:00,2022-11-04
2565-12-19 00:00:00,2022-12-19
2565-08-05 00:00:00,2022-08-05
2565-10-19 00:00:00,2022-10-19
2565-09-05 00:00:00,2022-09-05
2565-07-15 00:00:00,2022-07-15
2565-09-14 00:00:00,2022-09-14
2565-09-14 00:00:00,2022-09-14
2565-10-26 00:00:00,2022-10-26
2565-10-04 00:00:00,2022-10-04
2566-07-25 00:00:00,2023-07-25
2566-04-26 00:00:00,2023-04-26
2566-02-27 00:00:00,2023-02-27
2566-05-26 00:00:00,2023-05-26
2566-06-15 00:00:00,2023-06-15
2566-10-12 00:00:00,2023-10-12
2566-09-06 00:00:00,2023-09-06
2566-10-06 00:00:00,2023-10-06
2566-10-06 00:00:00,2023-10-06
2566-09-12 00:00:00,2023-09-12
2566-05-22 00:00:00,2023-05-22
2566-08-08 00:00:00,2023-08-08
2566-01-12 00:00:00,2023-01-12
2566-01-12 00:00:00,2023-01-12
2566-01-12 00:00:00,2023-01-12
2566-06-22 00:00:00,2023-06-22
2566-07-08 00:00:00,2023-07-08
2566-07-05 00:00:00,2023-07-05
2566-06-22 00:00:00,2023-06-22
2566-04-24 00:00:00,2023-04-24
2566-04-07 00:00:00,2023-04-07
2566-08-15 00:00:00,2023-08-15
2565-12-06 00:00:00,2022-12-06
2566-03-30 00:00:00,2023-03-30
2566-07-07 00:00:00,2023-07-07
2566-11-07 00:00:00,2023-11-07
2566-11-13 00:00:00,2023-11-13
2566-09-20 00:00:00,2023-09-20
2566-11-13 00:00:00,2023-11-13
2566-05-02 00:00:00,2023-05-02
2566-09-13 00:00:00,2023-09-13
2566-05-16 00:00:00,2023-05-16
2566-02-01 00:00:00,2023-02-01
2566-06-12 00:00:00,2023-06-12
2566-11-21 00:00:00,2023-11-21
17/3/2563,2020-03-17
19/3/2563,2020-03-19
2563-01-06 00:00:00,2020-01-06
2563-11-27 00:00:00,2020-11-27
20/11/2563,2020-11-20
26/11/2563,2020-11-26
2563-09-10 00:00:00,2020-09-10
29461650,2020-12-12
2563-12-12 00:00:00,2020-12-12
27/2/2563,2020-02-27
27/2/2563,2020-02-27
18/1/2564,2021-01-18
29/06/2564,2021-06-29
21/1/2564,2021-01-21
2564-05-04 00:00:00,2021-05-04
18/10/2564,2021-10-18
2564-01-06 00:00:00,2021-01-06
24/1/2564,2021-01-24
26/4/2564,2021-04-26
2564-07-12 00:00:00,2021-07-12
29/11/2564,2021-11-29
23/11/2564,2021-11-23
23/11/2564,2021-11-23
30/11/2564,2021-11-30
2564-02-12 00:00:00,2021-02-12
14/6/2564,2021-06-14
14/3/2565,2022-03-14
2565-04-04 00:00:00,2022-04-04
25/4/2565,2022-04-25
2565-09-04 00:00:00,2022-09-04
2565-07-10 00:00:00,2022-07-10
2565-08-09 00:00:00,2022-08-09
29/12/2565,2022-12-29
18/10/2565,2022-10-18
2565-07-02 00:00:00,2022-07-02
28/9/2565,2022-09-28
31/10/2565,2022-10-31
20/10/2565,2022-10-20
26/12/2565,2022-12-26
27/10/2565,2022-10-27
20/12/2565,2022-12-20
26/12/2565,2022-12-26
27/5/2565,2022-05-27
14/12/2565,2022-12-14
19/9/2565,2022-09-19
31/1/2565,2022-01-31
25/4/2565,2022-04-25
29/12/2565,2022-12-29
2565-04-02 00:00:00,2022-04-02
27/5/256,2023-05-27
2566-08-09 00:00:00,2023-08-09
20/10/2566,2023-10-20
20/3/2566,2023-03-20
24/3/2566,2023-03-24
2566-09-08 00:00:00,2023-09-08
23/5/2566,2023-05-23
21/9/2566,2023-09-21
27/9/2566,2023-09-27
25/05/2566,2023-05-25
22/02/2566,2023-02-22
20/7/2566,2023-07-20
15/8/2566,2023-08-15
2566-07-11 00:00:00,2023-07-11
26/4/2566,2023-04-26
17/7/2566,2023-07-17
2566-10-11 00:00:00,2023-10-11
2566-11-08 00:00:00,2023-11-08
 24/11/2566,2023-11-24
2566-09-03 00:00:00,2023-09-03
2566-09-09 00:00:00,2023-09-09
17/2/2566,2023-02-17
23/2/2566,2023-02-23
14/3/2566,2023-03-14
2566-01-11 00:00:00,2023-01-11
29/11/2566,2023-11-29
2563-06-04 00:00:00,2020-06-04
2564-09-16 00:00:00,2021-09-16
2564-09-21 00:00:00,2021-09-21
2564-09-14 00:00:00,2021-09-14
2564-09-16 00:00:00,2021-09-16
2564-09-28 00:00:00,2021-09-28
2564-09-27 00:00:00,2021-09-27
2564-10-19 00:00:00,2021-10-19
2564-10-18 00:00:00,2021-10-18
2564-09-14 00:00:00,2021-09-14
2564-09-23 00:00:00,2021-09-23
2564-10-25 00:00:00,2021-10-25
2564-10-20 00:00:00,2021-10-20
2564-09-28 00:00:00,2021-09-28
2564-10-25 00:00:00,2021-10-25
2564-09-27 00:00:00,2021-09-27
2564-10-27 00:00:00,2021-10-27
2564-10-28 00:00:00,2021-10-28
2564-11-19 00:00:00,2021-11-19
2564-11-19 00:00:00,2021-11-19
2564-11-18 00:00:00,2021-11-18
2564-11-22 00:00:00,2021-11-22
2564-11-24 00:00:00,2021-11-24
2564-11-16 00:00:00,2021-11-16
2564-11-30 00:00:00,2021-11-30
2564-11-30 00:00:00,2021-11-30
2564-11-29 00:00:00,2021-11-29
2564-12-21 00:00:00,2021-12-21
2564-12-15 00:00:00,2021-12-15
2564-12-24 00:00:00,2021-12-24
2565-01-13 00:00:00,2022-01-13
2565-01-14 00:00:00,2022-01-14
2565-01-20 00:00:00,2022-01-20
2565-02-14 00:00:00,2022-02-14
2565-02-23 00:00:00,2022-02-23
2565-02-14 00:00:00,2022-02-14
2565-02-28 00:00:00,2022-02-28
2565-02-23 00:00:00,2022-02-23
2565-03-14 00:00:00,2022-03-14
2565-03-15 00:00:00,2022-03-15
2565-03-17 00:00:00,2022-03-17
2565-11-03 00:00:00,2022-11-03
2565-03-28 00:00:00,2022-03-28
2565-03-23 00:00:00,2022-03-23
2565-03-24 00:00:00,2022-03-24
2565-03-24 00:00:00,2022-03-24
2565-03-23 00:00:00,2022-03-23
2565-03-29 00:00:00,2022-03-29
2565-04-20 00:00:00,2022-04-20
2565-03-30 00:00:00,2022-03-30
2565-04-29 00:00:00,2022-04-29
2565-05-30 00:00:00,2022-05-30
2565-02-06 00:00:00,2022-02-06
2565-05-23 00:00:00,2022-05-23
2565-05-25 00:00:00,2022-05-25
2565-05-27 00:00:00,2022-05-27
2565-05-25 00:00:00,2022-05-25
2565-02-06 00:00:00,2022-02-06
2565-06-16 00:00:00,2022-06-16
2565-06-20 00:00:00,2022-06-20
2565-06-14 00:00:00,2022-06-14
2565-06-16 00:00:00,2022-06-16
2565-06-20 00:00:00,2022-06-20
2565-06-13 00:00:00,2022-06-13
2565-06-13 00:00:00,2022-06-13
2565-05-07 00:00:00,2022-05-07
2565-06-28 00:00:00,2022-06-28
2565-07-18 00:00:00,2022-07-18
2565-07-27 00:00:00,2022-07-27
2565-07-19 00:00:00,2022-07-19
2565-07-19 00:00:00,2022-07-19
2565-11-07 00:00:00,2022-11-07
2565-11-08 00:00:00,2022-11-08
2565-08-26 00:00:00,2022-08-26
2565-01-28 00:00:00,2022-01-28
2565-01-25 00:00:00,2022-01-25
2565-01-27 00:00:00,2022-01-27
2565-08-17 00:00:00,2022-08-17
2565-08-06 00:00:00,2022-08-06
2565-03-22 00:00:00,2022-03-22
2565-03-22 00:00:00,2022-03-22
2565-03-25 00:00:00,2022-03-25
2565-01-27 00:00:00,2022-01-27
2565-08-16 00:00:00,2022-08-16
2565-08-16 00:00:00,2022-08-16
2565-08-31 00:00:00,2022-08-31
2565-09-13 00:00:00,2022-09-13
2565-10-27 00:00:00,2022-10-27
2565-11-18 00:00:00,2022-11-18
2565-11-18 00:00:00,2022-11-18
2565-12-14 00:00:00,2022-12-14
2565-12-20 00:00:00,2022-12-20
2565-12-21 00:00:00,2022-12-21
2565-12-21 00:00:00,2022-12-21
2565-12-29 00:00:00,2022-12-29
2565-12-15 00:00:00,2022-12-15
2565-12-19 00:00:00,2022-12-19
2565-12-19 00:00:00,2022-12-19
2565-12-16 00:00:00,2022-12-16
2565-12-15 00:00:00,2022-12-15
